,word,total_times,proportion,aver_ret
593,fbk,1,0.0,-0.06679862715144942
594,mercadopago,4,0.5,-0.003023538259767252
595,vmhs,3,0.3333333333333333,-0.028575135784617206
596,máximo,1,0.0,-0.001834119654693063
597,acd,1,1.0,0.008706052021159219
598,ahgp,1,1.0,0.0876981943639142
599,micropin,1,1.0,0.048710412378292926
600,higer,3,0.3333333333333333,0.0028994712022264364
601,megacharg,2,0.5,-0.0056097851743446316
602,divepg,1,1.0,0.015144150034732287
603,shakhnovich,1,0.0,-0.005673949279301796
604,tat,119,0.5630252100840336,0.005100252420173259
605,excess,1222,0.486088379705401,-0.002409572313124097
606,yale,46,0.5434782608695652,0.0022313532185182
607,recool,1,1.0,0.008497093259249251
608,helm,454,0.45154185022026433,-0.004518668520639879
609,gestiell,1,1.0,0.01063845097068412
610,yanay,3,0.3333333333333333,-0.002951129225978897
611,uro,2,1.0,0.006991621542551294
612,tvi,1,1.0,0.005509438153127714
613,braden,20,0.35,0.0015311891169903513
614,pzu,6,0.5,-0.002138819059625005
615,captiv,57,0.43859649122807015,-0.005302422674954127
616,walgreen,278,0.4784172661870504,-0.008758288812592217
617,novimmun,1,1.0,0.04488282807885308
618,snort,4,0.25,0.1014111707783851
619,hbl,1,0.0,-0.01058944391376915
620,opaley,1,0.0,-0.03387822919540204
621,biocent,1,1.0,0.010644421368821379
622,travelex,2,1.0,0.019006699596015288
623,calcimimet,3,0.0,-0.1492228756098346
624,maxwel,50,0.46,0.0005148783661667896
625,mellanox,49,0.6122448979591837,0.019658137208350586
626,pctof,1,0.0,-0.02881527957209013
627,eponym,50,0.26,-0.009571486177965553
628,canfield,3,0.0,-0.011154171562293931
629,abiom,31,0.5806451612903226,0.010833330004807492
630,holston,2,0.0,-0.005955494557236711
631,coolidg,1,0.0,-0.006583073850121207
632,earthworm,1,1.0,0.001828321523809516
633,treme,2,0.5,-0.0005690391337747596
634,triga,1,0.0,-0.009415052
635,miremadi,6,0.8333333333333334,0.0014325748709711438
636,deltyba,1,0.0,-0.0015535063377308525
637,fioptic,2,0.5,0.005218786044110805
638,nongaap,1,0.0,-0.06375689290642547
639,regenc,19,0.631578947368421,0.0005661738819376786
640,edesur,1,1.0,0.00887594792660557
641,greenergi,18,0.6111111111111112,0.0007301673857678125
642,playtech,14,0.42857142857142855,-0.0015139015662799433
643,omnifl,2,0.5,0.0009611359641028662
644,overbil,19,0.3684210526315789,-0.006173881339047976
645,jpi,24,0.5833333333333334,0.005216337990780392
646,premio,2,0.0,-0.001307743600841733
647,narantsogt,1,1.0,0.013761236236603476
648,sammon,3,0.0,-0.035613797838298884
649,ojak,1,0.0,-0.003980424035305092
650,citizenm,1,1.0,0.0023620793728202213
651,inhous,7,0.5714285714285714,0.0008126942653599666
652,amar,9,0.6666666666666666,-0.0030595914383984807
653,vultur,7,0.7142857142857143,-0.0012966593992048356
654,coenergi,1,0.0,-0.0037085070308369604
655,blow,785,0.4445859872611465,-0.0023231485923947116
656,cute,5,0.2,-0.030084845937179527
657,ptt,40,0.45,-0.003817385244046455
658,crider,2,1.0,0.013675506897410863
659,yellowcak,1,0.0,-0.3433298524193549
660,boddi,1,0.0,-0.010225973694323185
661,blashford,1,0.0,-0.018859569761996226
662,telefonica,307,0.48534201954397393,0.0007464502398208036
663,ffi,1,0.0,-0.14037266597061948
664,delrio,2,0.0,-0.013350451306967458
665,loud,46,0.4782608695652174,-0.008511658331159116
666,pereira,20,0.5,-0.0012983862608931865
667,chijiok,24,0.5,-3.737545672536746e-05
668,dorid,2,0.0,-0.013360343430287512
669,boranga,1,0.0,-0.012846299139146488
670,valenti,2,1.0,0.0010551065267963807
671,yuna,3,0.6666666666666666,0.0037077574968850256
672,truetear,1,0.0,-0.008778338020864635
673,clunk,1,0.0,-0.005600317
674,talbert,2,0.5,-0.002846386909359408
675,wisnia,2,0.0,-0.0023468700313935007
676,willey,1,0.0,-0.0113328516969698
677,oando,10,0.3,-0.005588415136101556
678,slender,3,0.3333333333333333,0.0032368292561446993
679,killian,1,0.0,-0.005984610528089879
680,ayanna,1,0.0,-0.001511517534743139
681,realti,662,0.47129909365558914,-0.0012480486363824655
682,nintedanib,2,1.0,0.2593992780457781
683,vonag,1,0.0,-0.01023280593377483
684,kogai,3,0.3333333333333333,-0.00013533559646056325
685,spcomair,1,0.0,-0.003133936927738921
686,terex,28,0.39285714285714285,-0.0017313348083261763
687,licea,1,0.0,-0.02211132723103317
688,claridg,5,0.4,-0.04387009981000113
689,arad,1,0.0,-0.01269655720490126
690,motiv,239,0.4225941422594142,-0.005256184475004128
691,losscampbel,1,1.0,0.1008175221084778
692,musi,3,0.6666666666666666,0.004169526701349807
693,killoran,1,0.0,-0.002637429594202864
694,dummi,2,0.0,-0.00896548235809048
695,marketstoronto,1,0.0,-0.02435027459373914
696,conserv,847,0.4628099173553719,-0.003197865958738604
697,sosei,3,0.3333333333333333,-0.002854038939618442
698,toczydlowski,2,0.5,-0.007260034248770983
699,aira,1,1.0,0.0019932935885557104
700,bacher,4,0.5,-0.00121022811910587
701,krp,13,0.6923076923076923,0.004798568687387416
702,snapp,1,1.0,0.0004944461500741682
703,mangalda,8,0.125,-0.013316322979748045
704,toray,9,0.3333333333333333,-0.0036118044397855592
705,dmo,8,0.25,-0.00436133970033002
706,daytona,2,1.0,0.0004304264880309249
707,shelter,55,0.45454545454545453,0.003949814513034027
708,deitz,1,1.0,0.00022663823824444667
709,workwel,1,1.0,0.013691818658986176
710,okumura,4,0.5,-8.918862463462704e-05
711,govitecan,10,0.9,0.0806707227754036
712,setia,1,0.0,-0.0013228878803641915
713,highbridg,8,0.625,-0.02666429836624928
714,lng,1177,0.4893797790994053,-0.00024483233786297615
715,nikolao,2,0.5,-0.006343090011749052
716,slovakia,67,0.5223880597014925,0.0022382978440468023
717,schuckmann,1,0.0,-0.0047074351904761655
718,luxco,1,0.0,-0.01278227008386568
719,redd,1,1.0,0.002369062398504097
720,sunday,1904,0.5,-0.0035583523762749863
721,facil,5065,0.5022704837117473,0.00042030566580834855
722,cavanaugh,2,0.0,-0.017682272612891136
723,kton,1,1.0,0.03285602117341625
724,fasten,35,0.34285714285714286,-0.007516302666179715
725,bivigam,3,0.3333333333333333,-0.2482397331580012
726,dona,1,0.0,-0.009273890860950209
727,rocketman,1,0.0,-0.029911330462809905
728,deshne,1,1.0,0.010152376107623307
729,wike,1,1.0,0.004441890417162264
730,hvo,2,0.0,-0.008451441476992788
731,reforçar,1,0.0,-0.001834119654693063
732,startek,8,1.0,0.07769331580412366
733,lichtenfel,1,0.0,-0.010840068999999999
734,palliat,4,0.75,0.002598576886734549
735,leorey,1,0.0,-0.0009013966967509024
736,milin,1,0.0,-0.008914768736625493
737,agl,23,0.5652173913043478,-0.0022682919139777337
738,thunberg,4,0.5,-0.0015813971005018599
739,vartdal,6,0.6666666666666666,0.027753941109711022
740,boyega,2,0.0,-0.0158443575076252
741,hartland,2,1.0,0.003413618383116561
742,linkedin,264,0.4734848484848485,-0.0004719873605439004
743,renco,2,0.0,-0.015448026794732688
744,github,30,0.3333333333333333,-0.011614303205811166
745,geosteer,1,0.0,-0.01773429239749891
746,manchin,7,0.5714285714285714,-0.0035795938712867986
747,rock,413,0.47699757869249393,-0.0015973871596989895
748,ferrovia,1,0.0,-0.17224102073060035
749,saccocia,3,0.0,-0.007101274433578313
750,jamaican,3,0.3333333333333333,-0.0008275989171651017
751,dandridg,2,0.0,-0.03139459516129632
752,siti,6,0.0,-0.026931733475481463
753,lakesid,13,0.46153846153846156,-0.00012873940420453207
754,gamblingcompli,1,1.0,0.01239800972921115
755,busiest,134,0.5298507462686567,0.0051621898754948435
756,beothuk,1,1.0,0.002908759212121125
757,pelvi,4,0.25,0.17250506066580254
758,vbrand,1,0.0,-0.003827906693641572
759,ardc,1,1.0,0.005806323812386137
760,eynd,2,1.0,0.002757726343919323
761,borssel,4,0.5,0.004852403858904682
762,shruti,1,0.0,-0.0001935429963920712
763,hyun,8,0.375,0.008465783723772128
764,malli,2,0.0,-0.019978456810461485
765,kubiak,1,0.0,-0.005209629132075465
766,regist,1199,0.45454545454545453,-0.007211029747093837
767,gottstein,1,0.0,-0.00035411288928246035
768,gehrig,3,0.3333333333333333,-0.003695140942554822
769,mistral,3,0.0,-0.017133847117749706
770,parkwind,1,0.0,-0.003471345592592579
771,ven,5,0.6,-0.021467394811649432
772,vail,15,0.8,0.014732483969454594
773,pindolol,1,1.0,0.00017084656393165368
774,goodreid,6,0.3333333333333333,-0.002466775877006277
775,xpression,1,1.0,0.051062705619307834
776,turksat,1,0.0,-0.0008374746597456465
777,krauskopf,45,0.4222222222222222,-0.006665430633867871
778,carnegi,39,0.4358974358974359,0.006148325187831065
779,autotech,1,0.0,-0.041461852193356616
780,jensen,112,0.5,-0.0018679849358153428
781,timmin,2,1.0,0.008263516236782982
782,ukef,1,1.0,0.006674106200481552
783,lantana,2,0.0,-0.03285088829917495
784,bondbanco,1,0.0,-0.00522663817180612
785,denali,15,0.3333333333333333,-0.0011986220795678283
786,bohon,4,0.75,-0.004249084409826727
787,vieth,1,0.0,-0.017830155517555256
788,relax,149,0.44966442953020136,-0.002562282688119847
789,otsc,1,0.0,-0.01602063719457009
790,kupinski,1,0.0,-0.009192637012232448
791,chernobi,2,0.0,-0.023545775955661076
792,nazneen,1,1.0,0.011633153357541977
793,marianaiq,1,1.0,0.004527325185185152
794,ahmad,39,0.38461538461538464,-0.004573565065509094
795,globallaunch,1,0.0,-0.015944880986423385
796,rarefi,2,1.0,0.005824932870335217
797,overinvest,2,0.5,-0.006578551930390732
798,eirgen,1,1.0,0.011965754468428822
799,gdf,5,0.8,0.006314808907658308
800,elmaleh,1,1.0,0.007766159682991212
801,simonton,1,0.0,-0.0055397180699655975
802,ehlk,1,0.0,-0.011768082287825842
803,prestag,1,1.0,0.00865965530242082
804,produksjon,1,1.0,0.0068394369646183825
805,punctur,14,0.5,-0.014615768947372364
806,topsid,3,0.3333333333333333,7.70300530828462e-05
807,ifigest,2,1.0,0.015520198105158454
808,household,586,0.48464163822525597,0.00032293683111724763
809,sverdrup,34,0.5882352941176471,0.0001034577223697064
810,healthplan,3,0.3333333333333333,-0.0032487148668704363
811,hassoun,1,0.0,-0.004069127406320719
812,perritt,2,0.5,0.0030836284923706526
813,ertapenem,1,0.0,-0.6174540233775322
814,verbund,11,0.5454545454545454,0.0016377358875883847
815,balan,11,0.5454545454545454,0.003095318035061322
816,dagmar,4,0.75,0.007283020080354511
817,aptv,4,1.0,0.05023137567240325
818,mfd,1,0.0,-0.0018905217708532875
819,unlist,92,0.3804347826086957,-0.0028015971353849483
820,wavewrit,1,0.0,-0.010303995837209295
821,peat,5,0.0,-0.0043174659921877915
822,usfda,3,0.3333333333333333,-0.026320110284816085
823,hanksbrand,1,0.0,-0.004374702446540917
824,bothersom,1,1.0,0.008292716493801727
825,nvme,1,0.0,-0.0013264348533218034
826,myob,13,0.6153846153846154,0.001879692746194287
827,amtrol,1,0.0,-0.026968954540358216
828,zama,17,0.35294117647058826,-0.004511698931621024
829,winik,6,0.5,-0.0063479041126770904
830,mantém,1,0.0,-0.001834119654693063
831,baertlein,64,0.484375,-0.008150404731207204
832,scratcher,4,1.0,0.03760797495937891
833,nesterov,1,1.0,0.0033703630406732863
834,cftc,72,0.3055555555555556,-0.0042401802673477556
835,nasralla,36,0.6388888888888888,0.005270117890733301
836,ilja,5,0.2,-0.010906448164830638
837,roster,90,0.4777777777777778,3.1545712827029144e-05
838,fund,11874,0.49477850766380327,0.0010607353211533055
839,hydrocephalus,2,0.5,0.0005691650675850334
840,quadratur,1,0.0,-0.011100829596306887
841,mcclatchi,17,0.47058823529411764,0.00924408113266893
842,kwatinetz,1,0.0,-0.008221848405098955
843,hypermarca,4,0.0,-0.006840930658547
844,calmett,1,0.0,-0.03256266140540541
845,greentech,6,0.3333333333333333,-0.005907043044635699
846,ramu,2,0.0,-0.005344545703678015
847,cravath,18,0.7222222222222222,0.012982346441702257
848,beau,5,0.4,-0.000571992705106867
849,yohann,2,0.5,0.006533047424961348
850,goo,2,1.0,0.06787879686310588
851,taxabl,606,0.4900990099009901,-0.00022873641663531083
852,indesit,3,0.6666666666666666,0.0034938546207123346
853,globenet,1,1.0,0.017712723126030613
854,discern,27,0.4074074074074074,-0.0058261940005375195
855,plata,4,1.0,0.019136364355263447
856,dirham,35,0.5428571428571428,0.0012265468750802468
857,farmacia,1,0.0,-0.0052404148695651435
858,meijr,2,0.5,-0.011441157964208807
859,raffaella,1,0.0,-0.006892646847349946
860,needleman,2,0.5,-0.014869793463463298
861,cylindr,12,0.6666666666666666,-0.0029780411171706016
862,afectaram,1,0.0,-0.014943696926874578
863,choicepoint,2,0.0,-0.022437013083947858
864,athleta,14,0.7142857142857143,0.02488535912765666
865,suse,4,0.5,-0.004539227766145104
866,redmond,31,0.6451612903225806,0.010391428109342316
867,bloua,1,0.0,-0.00802067047598248
868,colleran,5,0.6,0.014284377926638326
869,scarlett,6,0.6666666666666666,0.012537102616833171
870,miwd,20,0.55,0.001374533816261234
871,cepsa,16,0.5625,-0.0004920906289300887
872,rivalari,1,1.0,0.013561350188971177
873,ahwatuke,1,0.0,-0.009783733240109005
874,gaddi,2,0.0,-0.010029473595242672
875,hardnos,1,0.0,-0.005303502537075664
876,ilona,4,0.5,0.00012798981116667757
877,microtarget,1,1.0,0.007701975205128151
878,microsoft,1195,0.499581589958159,-0.001455098110851635
879,meatier,1,1.0,0.12842602711171053
880,coil,41,0.4878048780487805,-0.0038840068977814956
881,pessoa,3,0.3333333333333333,0.008323882612415033
882,rbsg,5,0.6,0.0059162880269437055
883,wac,2,1.0,0.027083337102143813
884,microl,1,0.0,-0.0018240753936109653
885,kian,6,0.0,-0.025693279880790832
886,softgel,3,0.0,-0.05613480795486544
887,midmorn,22,0.6363636363636364,-0.008050822302195733
888,horseman,4,0.75,0.024581147142712173
889,avz,1,1.0,0.0010211555984955202
890,depuy,24,0.25,-0.0032665410151931557
891,closer,736,0.48233695652173914,0.005043874431213353
892,resect,8,0.75,0.05745705051853055
893,instesd,1,1.0,0.003209003709254645
894,bsd,1,1.0,0.0039672024193548655
895,pureblood,1,1.0,0.005164190985755007
896,olaparib,12,0.3333333333333333,-0.008141736976890043
897,zweifach,1,0.0,-0.004911642809243816
898,nlng,7,0.5714285714285714,0.0016761792798373042
899,saucer,1,1.0,0.0021583173362816604
900,certificado,1,1.0,0.0017978808496484863
901,rajeev,59,0.4576271186440678,-0.00574787249021131
902,cockrel,5,0.4,-0.006281986872210351
903,contrapest,4,0.5,0.006196869965676331
904,harald,10,0.4,0.011171622685111151
905,transfusión,1,1.0,0.01013691444444445
906,surgey,1,1.0,0.004836954499086015
907,rawleigh,1,1.0,0.09832150918099546
908,whir,4,0.5,0.00388361649832237
909,proflig,1,1.0,0.006116799745571585
910,alexadown,1,1.0,0.0165445085287744
911,russian,1071,0.5023342670401494,0.000359509422961873
912,testifi,360,0.4638888888888889,-0.0005412473699185847
913,vexigo,3,0.3333333333333333,-0.0357941168566981
914,rooney,10,0.5,-0.01084142371436764
915,zurn,1,0.0,-0.01008337535933253
916,efromovich,19,0.5789473684210527,0.011496184081644698
917,premedit,2,1.0,0.04180881824380115
918,ngnxokcdfa,1,1.0,0.04107345916643937
919,locarno,1,1.0,0.008457165410247384
920,sob,2,0.5,0.0007128998444077745
921,shishmanian,1,0.0,-0.01861668152505443
922,fredrik,19,0.2631578947368421,-0.008478180333173688
923,father,138,0.4057971014492754,-0.006983852790274575
924,kempa,1,1.0,0.013279419676284862
925,deephi,1,1.0,0.009438567040765816
926,sundararajan,1,0.0,-0.0030717183536593143
927,yip,10,0.4,-0.03485959199610024
928,powerlin,1,0.0,-0.017584555448275734
929,superviell,3,0.0,-0.042196103386352136
930,siphon,61,0.47540983606557374,0.001800727322804492
931,xiaopeng,5,0.0,-0.016961027526456826
932,norethindron,2,0.0,-0.14517723215667847
933,mum,10,0.7,0.0041114145286292045
934,synnergren,1,1.0,0.0026287572161427736
935,jethani,1,0.0,-0.009400665002591721
936,aberl,9,0.3333333333333333,-0.011201246667375582
937,lorber,2,0.5,0.024344515172426598
938,kraftmaid,1,1.0,0.03940026722344322
939,solita,1,1.0,0.0003343736016401303
940,biolexa,1,1.0,0.09319452829535864
941,irrelev,36,0.5277777777777778,0.0016736867153835857
942,shaiken,2,1.0,0.0064356465192550874
943,ticiana,1,0.0,-2.294855016187706e-05
944,sgmw,1,1.0,0.0105945381724661
945,petronius,9,0.5555555555555556,0.002695247778892337
946,cgi,52,0.5961538461538461,-0.003284963994109373
947,nate,148,0.4797297297297297,9.197231113385415e-06
948,miao,1,0.0,-0.0016607157574669675
949,cockeril,1,0.0,-0.002521328931506844
950,mess,109,0.4954128440366973,0.001447838255829908
951,lio,2,0.0,-0.09436927192116713
952,millet,2,1.0,0.025882965450842656
953,welser,2,0.0,-0.003343303606279252
954,euroscept,20,0.3,-0.014178472138039364
955,away,2389,0.5064880703223106,-0.0006833927369265428
956,condition,54,0.37037037037037035,-0.0012438065948709993
957,ppbi,2,0.5,0.014142640854317268
958,rashid,9,0.6666666666666666,0.0038798495435439844
959,araluc,1,1.0,0.01751744451131224
960,fernleigh,1,1.0,0.0005933456113769936
961,gare,2,1.0,0.016588345856287396
962,launcher,20,0.6,-0.00133663151601173
963,ovh,2,1.0,0.005035936358493262
964,naseem,1,0.0,-0.0029847469861909995
965,molluscum,1,0.0,-0.00343548218980164
966,stargardt,8,0.5,0.1452897559625527
967,sbi,26,0.5384615384615384,-0.007520330160898059
968,regressou,1,0.0,-0.0228143596808236
969,sinovac,13,0.6153846153846154,0.019011908663946305
970,tavern,4,0.5,0.002530606161314722
971,guiguan,1,0.0,-0.01018197967486815
972,soe,13,0.46153846153846156,-0.003994485888277582
973,sincerest,1,1.0,0.04395737244444437
974,hajim,2,0.0,-0.003434677184363197
975,romaneasca,1,0.0,-0.003335951988209577
976,hsct,2,0.0,-0.009265002842534465
977,erenumab,14,0.7857142857142857,0.008024780512676088
978,bancsystem,10,1.0,0.01609425068630328
979,subaccount,1,0.0,-0.01571541703118899
980,weltsparen,1,1.0,0.02202557690150296
981,léon,1,1.0,0.01031952535456116
982,jadwa,1,0.0,-0.01127495861137032
983,npti,1,0.0,-0.004615149
984,nava,8,0.375,-0.002597253724079857
985,paypal,207,0.5458937198067633,0.006129054604908201
986,bend,55,0.43636363636363634,-0.004236268574458044
987,gaikwad,15,0.4666666666666667,-0.001840371217727201
988,kyung,2,0.0,-0.004114847124483542
989,pgc,3,0.0,-0.015369267469668968
990,natali,68,0.5147058823529411,-0.0011229392222819193
991,ashor,23,0.5652173913043478,0.0013919233463413007
992,hba,8,0.5,0.003755345407534693
993,venti,1,0.0,-0.018620135671641662
994,shopinvest,1,0.0,-0.028461473149625906
995,bloodless,2,0.0,-0.023408886594477485
996,tamarkin,3,0.6666666666666666,0.007813230128321878
997,kellyann,8,0.375,-0.005306597185629817
998,bivalirudin,2,0.5,0.0007680759670843453
999,zynerba,23,0.391304347826087,-0.04957366747646512
1000,eribulin,1,0.0,-0.008974344
1001,syracus,6,0.3333333333333333,-0.0050427002323950075
1002,troeim,9,0.0,-0.030812927293190042
1003,harar,9,0.7777777777777778,0.0019715600191321696
1004,cloudi,10,0.5,0.010806813116734343
1005,arcadia,25,0.6,0.0006507650019141698
1006,axp,1,1.0,0.006252689130563769
1007,gpv,4,1.0,0.040764994925540386
1008,simicon,1,1.0,0.009626828289097855
